zone_code,event_id,predicted_score,predicted_risk_class,top_factor_1,top_factor_1_value,top_factor_1_reason,top_factor_2,top_factor_2_value,top_factor_2_reason,top_factor_3,top_factor_3_value,top_factor_3_reason,explanation_text,honesty_note
NSR-GRID-270,evt_dry_006,0.24707678913411607,low,elevation_mean,203.6889479866867,Associated local environmental feature increases relative weather risk.,built_surface_mean,2241.31275282095,Dense built-up surfaces reduce natural ground absorption and infiltration.,slope_mean,4.52679638263024,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as low risk. The primary risk drivers are: 1) elevation_mean (203.69) which associated local environmental feature increases relative weather risk, 2) built_surface_mean (2241.31) which dense built-up surfaces reduce natural ground absorption and infiltration, and 3) slope_mean (4.53) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-271,evt_dry_006,0.4212036077608936,medium,built_surface_mean,4239.8405336721735,Dense built-up surfaces reduce natural ground absorption and infiltration.,elevation_mean,140.05167857492413,Associated local environmental feature increases relative weather risk.,slope_mean,5.30358786036372,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) built_surface_mean (4239.84) which dense built-up surfaces reduce natural ground absorption and infiltration, 2) elevation_mean (140.05) which associated local environmental feature increases relative weather risk, and 3) slope_mean (5.30) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-272,evt_dry_006,0.42022852497528707,medium,built_surface_mean,4573.1858444585705,Dense built-up surfaces reduce natural ground absorption and infiltration.,elevation_mean,147.05204545825117,Associated local environmental feature increases relative weather risk.,slope_mean,6.318335983804357,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) built_surface_mean (4573.19) which dense built-up surfaces reduce natural ground absorption and infiltration, 2) elevation_mean (147.05) which associated local environmental feature increases relative weather risk, and 3) slope_mean (6.32) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-273,evt_dry_006,0.35350617352281033,medium,built_surface_mean,3517.16776106757,Dense built-up surfaces reduce natural ground absorption and infiltration.,elevation_mean,152.53012264335572,Associated local environmental feature increases relative weather risk.,slope_mean,5.804721550660071,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) built_surface_mean (3517.17) which dense built-up surfaces reduce natural ground absorption and infiltration, 2) elevation_mean (152.53) which associated local environmental feature increases relative weather risk, and 3) slope_mean (5.80) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-274,evt_dry_006,0.4247145936135692,medium,built_surface_mean,3894.695274422548,Dense built-up surfaces reduce natural ground absorption and infiltration.,elevation_mean,152.95639620240772,Associated local environmental feature increases relative weather risk.,slope_mean,3.1357771371319907,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) built_surface_mean (3894.70) which dense built-up surfaces reduce natural ground absorption and infiltration, 2) elevation_mean (152.96) which associated local environmental feature increases relative weather risk, and 3) slope_mean (3.14) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-275,evt_dry_006,0.31471965144699793,low,elevation_mean,161.4607783991781,Associated local environmental feature increases relative weather risk.,built_surface_mean,2897.1852087306625,Dense built-up surfaces reduce natural ground absorption and infiltration.,slope_mean,5.204881086401542,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as low risk. The primary risk drivers are: 1) elevation_mean (161.46) which associated local environmental feature increases relative weather risk, 2) built_surface_mean (2897.19) which dense built-up surfaces reduce natural ground absorption and infiltration, and 3) slope_mean (5.20) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-276,evt_dry_006,0.2175967932310274,low,elevation_mean,169.48263096092387,Associated local environmental feature increases relative weather risk.,slope_mean,5.56008334920006,Associated local environmental feature increases relative weather risk.,built_surface_mean,1644.304596483796,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as low risk. The primary risk drivers are: 1) elevation_mean (169.48) which associated local environmental feature increases relative weather risk, 2) slope_mean (5.56) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (1644.30) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-277,evt_dry_006,0.12119213648230878,low,elevation_mean,167.70416952138595,Associated local environmental feature increases relative weather risk.,slope_mean,6.1672279996160775,Associated local environmental feature increases relative weather risk.,built_surface_mean,345.1527218809574,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as low risk. The primary risk drivers are: 1) elevation_mean (167.70) which associated local environmental feature increases relative weather risk, 2) slope_mean (6.17) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (345.15) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-278,evt_dry_006,0.2662457631078848,low,elevation_mean,173.6848901860395,Associated local environmental feature increases relative weather risk.,built_surface_mean,1880.6457627118648,Dense built-up surfaces reduce natural ground absorption and infiltration.,slope_mean,3.4643080710696097,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as low risk. The primary risk drivers are: 1) elevation_mean (173.68) which associated local environmental feature increases relative weather risk, 2) built_surface_mean (1880.65) which dense built-up surfaces reduce natural ground absorption and infiltration, and 3) slope_mean (3.46) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-279,evt_dry_006,0.23122684826094514,low,elevation_mean,176.86532063409243,Associated local environmental feature increases relative weather risk.,slope_mean,5.540712552680628,Associated local environmental feature increases relative weather risk.,built_surface_mean,1933.5431052743063,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as low risk. The primary risk drivers are: 1) elevation_mean (176.87) which associated local environmental feature increases relative weather risk, 2) slope_mean (5.54) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (1933.54) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-280,evt_dry_006,0.09438707138939556,low,elevation_mean,182.86329972920947,Associated local environmental feature increases relative weather risk.,slope_mean,7.788022250850058,Associated local environmental feature increases relative weather risk.,built_surface_mean,551.7771186440675,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as low risk. The primary risk drivers are: 1) elevation_mean (182.86) which associated local environmental feature increases relative weather risk, 2) slope_mean (7.79) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (551.78) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-281,evt_dry_006,0.06891243399754021,low,elevation_mean,197.1705336616067,Associated local environmental feature increases relative weather risk.,slope_mean,6.46331740981108,Associated local environmental feature increases relative weather risk.,built_surface_mean,9.830544376191485,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as low risk. The primary risk drivers are: 1) elevation_mean (197.17) which associated local environmental feature increases relative weather risk, 2) slope_mean (6.46) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (9.83) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-282,evt_dry_006,0.1348176146722082,low,elevation_mean,204.79100071759424,Associated local environmental feature increases relative weather risk.,slope_mean,4.363404869448068,Associated local environmental feature increases relative weather risk.,built_surface_mean,544.1805084745762,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as low risk. The primary risk drivers are: 1) elevation_mean (204.79) which associated local environmental feature increases relative weather risk, 2) slope_mean (4.36) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (544.18) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-283,evt_dry_006,0.20517638068418192,low,elevation_mean,209.351587223908,Associated local environmental feature increases relative weather risk.,slope_mean,3.5723126833794594,Associated local environmental feature increases relative weather risk.,built_surface_mean,1443.2267429540152,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as low risk. The primary risk drivers are: 1) elevation_mean (209.35) which associated local environmental feature increases relative weather risk, 2) slope_mean (3.57) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (1443.23) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-284,evt_dry_006,0.17746378827506215,low,elevation_mean,203.91126836347027,Associated local environmental feature increases relative weather risk.,slope_mean,4.649195788445286,Associated local environmental feature increases relative weather risk.,built_surface_mean,1240.661368934096,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as low risk. The primary risk drivers are: 1) elevation_mean (203.91) which associated local environmental feature increases relative weather risk, 2) slope_mean (4.65) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (1240.66) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-285,evt_dry_006,0.4503644312916299,medium,built_surface_mean,4076.847826086958,Dense built-up surfaces reduce natural ground absorption and infiltration.,elevation_mean,138.00696405044232,Associated local environmental feature increases relative weather risk.,slope_mean,3.0828790412141225,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) built_surface_mean (4076.85) which dense built-up surfaces reduce natural ground absorption and infiltration, 2) elevation_mean (138.01) which associated local environmental feature increases relative weather risk, and 3) slope_mean (3.08) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-286,evt_dry_006,0.13394529026428015,low,elevation_mean,215.7382245393,Associated local environmental feature increases relative weather risk.,slope_mean,4.282179054718336,Associated local environmental feature increases relative weather risk.,built_surface_mean,646.1406505967703,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as low risk. The primary risk drivers are: 1) elevation_mean (215.74) which associated local environmental feature increases relative weather risk, 2) slope_mean (4.28) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (646.14) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-287,evt_dry_006,0.5131937210701448,medium,built_surface_mean,5187.409658970557,Dense built-up surfaces reduce natural ground absorption and infiltration.,elevation_mean,144.35134077756945,Associated local environmental feature increases relative weather risk.,slope_mean,3.4630483344973344,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) built_surface_mean (5187.41) which dense built-up surfaces reduce natural ground absorption and infiltration, 2) elevation_mean (144.35) which associated local environmental feature increases relative weather risk, and 3) slope_mean (3.46) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-288,evt_dry_006,0.48165273427658933,medium,built_surface_mean,4584.157136806438,Dense built-up surfaces reduce natural ground absorption and infiltration.,elevation_mean,151.68039522598315,Associated local environmental feature increases relative weather risk.,slope_mean,2.586785037989627,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) built_surface_mean (4584.16) which dense built-up surfaces reduce natural ground absorption and infiltration, 2) elevation_mean (151.68) which associated local environmental feature increases relative weather risk, and 3) slope_mean (2.59) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-289,evt_dry_006,0.3997822832709421,medium,built_surface_mean,3554.819241364696,Dense built-up surfaces reduce natural ground absorption and infiltration.,elevation_mean,157.90327630913745,Associated local environmental feature increases relative weather risk.,slope_mean,3.016512340532847,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) built_surface_mean (3554.82) which dense built-up surfaces reduce natural ground absorption and infiltration, 2) elevation_mean (157.90) which associated local environmental feature increases relative weather risk, and 3) slope_mean (3.02) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-290,evt_dry_006,0.26802360934447766,low,elevation_mean,166.5725160974813,Associated local environmental feature increases relative weather risk.,slope_mean,7.3371033377738275,Associated local environmental feature increases relative weather risk.,built_surface_mean,2814.9209913154,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as low risk. The primary risk drivers are: 1) elevation_mean (166.57) which associated local environmental feature increases relative weather risk, 2) slope_mean (7.34) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (2814.92) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-291,evt_dry_006,0.17580645742964837,low,elevation_mean,175.00096197743434,Associated local environmental feature increases relative weather risk.,slope_mean,5.811411635246965,Associated local environmental feature increases relative weather risk.,built_surface_mean,1156.1347172209278,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as low risk. The primary risk drivers are: 1) elevation_mean (175.00) which associated local environmental feature increases relative weather risk, 2) slope_mean (5.81) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (1156.13) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-292,evt_dry_006,0.19872998022219468,low,elevation_mean,180.35471876579845,Associated local environmental feature increases relative weather risk.,slope_mean,4.661981736627636,Associated local environmental feature increases relative weather risk.,built_surface_mean,1267.8664971392247,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as low risk. The primary risk drivers are: 1) elevation_mean (180.35) which associated local environmental feature increases relative weather risk, 2) slope_mean (4.66) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (1267.87) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-293,evt_dry_006,0.34394518676402,medium,elevation_mean,179.0776428396771,Associated local environmental feature increases relative weather risk.,built_surface_mean,3216.7808857808864,Dense built-up surfaces reduce natural ground absorption and infiltration.,slope_mean,3.9080399522999794,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) elevation_mean (179.08) which associated local environmental feature increases relative weather risk, 2) built_surface_mean (3216.78) which dense built-up surfaces reduce natural ground absorption and infiltration, and 3) slope_mean (3.91) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-294,evt_dry_006,0.27893678144007317,low,elevation_mean,184.51118502576145,Associated local environmental feature increases relative weather risk.,built_surface_mean,2350.215844100826,Dense built-up surfaces reduce natural ground absorption and infiltration.,slope_mean,4.033827379546092,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as low risk. The primary risk drivers are: 1) elevation_mean (184.51) which associated local environmental feature increases relative weather risk, 2) built_surface_mean (2350.22) which dense built-up surfaces reduce natural ground absorption and infiltration, and 3) slope_mean (4.03) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-295,evt_dry_006,0.10657614571821111,low,elevation_mean,192.5352500856178,Associated local environmental feature increases relative weather risk.,slope_mean,4.5409264721149,Associated local environmental feature increases relative weather risk.,built_surface_mean,17.788135593220336,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as low risk. The primary risk drivers are: 1) elevation_mean (192.54) which associated local environmental feature increases relative weather risk, 2) slope_mean (4.54) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (17.79) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-296,evt_dry_006,0.08377683534978825,low,elevation_mean,199.89766077104883,Associated local environmental feature increases relative weather risk.,slope_mean,5.453404718800212,Associated local environmental feature increases relative weather risk.,built_surface_mean,4.944915254237288,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as low risk. The primary risk drivers are: 1) elevation_mean (199.90) which associated local environmental feature increases relative weather risk, 2) slope_mean (5.45) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (4.94) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-297,evt_dry_006,0.053264001706783526,low,elevation_mean,211.94133568121063,Associated local environmental feature increases relative weather risk.,slope_mean,6.688578045940412,Associated local environmental feature increases relative weather risk.,built_surface_mean,18.54404913172384,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as low risk. The primary risk drivers are: 1) elevation_mean (211.94) which associated local environmental feature increases relative weather risk, 2) slope_mean (6.69) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (18.54) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-298,evt_dry_006,0.09153268624852634,low,elevation_mean,217.879091309382,Associated local environmental feature increases relative weather risk.,slope_mean,4.295903584968942,Associated local environmental feature increases relative weather risk.,built_surface_mean,45.68523617877569,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as low risk. The primary risk drivers are: 1) elevation_mean (217.88) which associated local environmental feature increases relative weather risk, 2) slope_mean (4.30) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (45.69) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-299,evt_dry_006,0.08470058209690684,low,elevation_mean,217.2922976607709,Associated local environmental feature increases relative weather risk.,slope_mean,4.684641938570393,Associated local environmental feature increases relative weather risk.,built_surface_mean,36.84343220338984,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as low risk. The primary risk drivers are: 1) elevation_mean (217.29) which associated local environmental feature increases relative weather risk, 2) slope_mean (4.68) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (36.84) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-300,evt_dry_006,0.35832273329354447,medium,built_surface_mean,2936.634752539442,Dense built-up surfaces reduce natural ground absorption and infiltration.,elevation_mean,137.4515698285791,Associated local environmental feature increases relative weather risk.,slope_mean,3.9966715295974864,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) built_surface_mean (2936.63) which dense built-up surfaces reduce natural ground absorption and infiltration, 2) elevation_mean (137.45) which associated local environmental feature increases relative weather risk, and 3) slope_mean (4.00) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-301,evt_dry_006,0.4490092911684113,medium,built_surface_mean,3883.0,Dense built-up surfaces reduce natural ground absorption and infiltration.,elevation_mean,130.8764705882353,Associated local environmental feature increases relative weather risk.,slope_mean,2.751328408367494,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) built_surface_mean (3883.00) which dense built-up surfaces reduce natural ground absorption and infiltration, 2) elevation_mean (130.88) which associated local environmental feature increases relative weather risk, and 3) slope_mean (2.75) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-302,evt_dry_006,0.22097313495425283,low,slope_mean,6.430004023058533,Associated local environmental feature increases relative weather risk.,elevation_mean,136.82556706114386,Associated local environmental feature increases relative weather risk.,built_surface_mean,1512.9081358962894,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as low risk. The primary risk drivers are: 1) slope_mean (6.43) which associated local environmental feature increases relative weather risk, 2) elevation_mean (136.83) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (1512.91) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-303,evt_dry_006,0.09730819395628826,low,elevation_mean,224.00788591298576,Associated local environmental feature increases relative weather risk.,slope_mean,4.541267634395456,Associated local environmental feature increases relative weather risk.,built_surface_mean,270.6985294117647,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as low risk. The primary risk drivers are: 1) elevation_mean (224.01) which associated local environmental feature increases relative weather risk, 2) slope_mean (4.54) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (270.70) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-304,evt_dry_006,0.29519082980918276,low,elevation_mean,141.2902121276351,Associated local environmental feature increases relative weather risk.,slope_mean,5.4876691030714575,Associated local environmental feature increases relative weather risk.,built_surface_mean,2429.2183055040205,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as low risk. The primary risk drivers are: 1) elevation_mean (141.29) which associated local environmental feature increases relative weather risk, 2) slope_mean (5.49) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (2429.22) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-305,evt_dry_006,0.4210497218406019,medium,built_surface_mean,3831.893467957964,Dense built-up surfaces reduce natural ground absorption and infiltration.,elevation_mean,151.78832604866582,Associated local environmental feature increases relative weather risk.,slope_mean,3.159845308809877,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) built_surface_mean (3831.89) which dense built-up surfaces reduce natural ground absorption and infiltration, 2) elevation_mean (151.79) which associated local environmental feature increases relative weather risk, and 3) slope_mean (3.16) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-306,evt_dry_006,0.452034475350024,medium,built_surface_mean,4161.529060181369,Dense built-up surfaces reduce natural ground absorption and infiltration.,elevation_mean,160.40250566874926,Associated local environmental feature increases relative weather risk.,slope_mean,2.234704865778026,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) built_surface_mean (4161.53) which dense built-up surfaces reduce natural ground absorption and infiltration, 2) elevation_mean (160.40) which associated local environmental feature increases relative weather risk, and 3) slope_mean (2.23) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-307,evt_dry_006,0.3008513820135543,low,elevation_mean,170.00515236992692,Associated local environmental feature increases relative weather risk.,built_surface_mean,2240.2664880461657,Dense built-up surfaces reduce natural ground absorption and infiltration.,slope_mean,3.0398359279968705,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as low risk. The primary risk drivers are: 1) elevation_mean (170.01) which associated local environmental feature increases relative weather risk, 2) built_surface_mean (2240.27) which dense built-up surfaces reduce natural ground absorption and infiltration, and 3) slope_mean (3.04) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-308,evt_dry_006,0.16688074705461411,low,elevation_mean,178.97569965424992,Associated local environmental feature increases relative weather risk.,slope_mean,5.242209476023331,Associated local environmental feature increases relative weather risk.,built_surface_mean,926.4774366371316,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as low risk. The primary risk drivers are: 1) elevation_mean (178.98) which associated local environmental feature increases relative weather risk, 2) slope_mean (5.24) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (926.48) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-309,evt_dry_006,0.03207579875179395,low,slope_mean,9.837853150903204,Associated local environmental feature increases relative weather risk.,elevation_mean,185.2477284220484,Associated local environmental feature increases relative weather risk.,built_surface_mean,182.2401071723,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as low risk. The primary risk drivers are: 1) slope_mean (9.84) which associated local environmental feature increases relative weather risk, 2) elevation_mean (185.25) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (182.24) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-310,evt_dry_006,0.0615628941817184,low,elevation_mean,197.7127716815312,Associated local environmental feature increases relative weather risk.,slope_mean,7.51408530730063,Associated local environmental feature increases relative weather risk.,built_surface_mean,177.70760354419946,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as low risk. The primary risk drivers are: 1) elevation_mean (197.71) which associated local environmental feature increases relative weather risk, 2) slope_mean (7.51) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (177.71) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-311,evt_dry_006,0.06510890290270399,low,elevation_mean,189.0644856155,Associated local environmental feature increases relative weather risk.,slope_mean,7.973657026322154,Associated local environmental feature increases relative weather risk.,built_surface_mean,241.2104720676148,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as low risk. The primary risk drivers are: 1) elevation_mean (189.06) which associated local environmental feature increases relative weather risk, 2) slope_mean (7.97) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (241.21) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
